OTU	Kingdom	Phylum	Order	Class	Family	Genus	Species	Sub.species	taxon	taxonomicLevel	trophicMode	guild	trait	growthForm	confidenceRanking	notes	citationSource
Cluster_60	Fungi	Basidiomycota	undefined	Agaricomycetes	Auriculariales	Exidiaceae	Exidiopsis	Exidiopsis__calcea	Exidiopsis	na	Saprotroph	Saprotroph	na	na	na	na	na
Cluster_386	Fungi	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	Geotrichum__histeridarum	Geotrichum	13	Pathotroph-Saprotroph	Saprotroph	NULL	NULL	Probable	Opportunistic human pathogen	https://www.cdc.gov ((https://www.cdc.gov))
Cluster_391	Fungi	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	Geotrichum__cucujoidarum	Geotrichum	13	Pathotroph-Saprotroph	Saprotroph	NULL	NULL	Probable	Opportunistic human pathogen	https://www.cdc.gov ((https://www.cdc.gov))
Cluster_348	Fungi	Ascomycota	Pezizomycotina	Orbiliomycetes	Orbiliales	Orbiliaceae	Helicoon	Helicoon__fuscosporum	Helicoon	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_356	Fungi	Chytridiomycota	undefined	Monoblepharidomycetes	Monoblepharidales	undefined	Hyaloraphidium	Hyaloraphidium__curvatum	Hyaloraphidium	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))"
Cluster_260	Fungi	Basidiomycota	undefined	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe__aff.__conica__PBM__918	Hygrocybe	13	Saprotroph-Symbiotroph	Saprotroph	NULL	Agaricoid	Probable	"Previously classified as Hygrophorus; Carbon signature suggests biotrophy with bryophytes, grasses, or understory plants (Seitzman et al. 2011)"	"Seitzman BH, et al. 2011. Mycologia 103:280-290 ((https://doi.org/10.3852/10-195)); Lodge J., et al. 2014. Fungal Diversity 64:1-99 ((https://doi.org/10.1007/s13225-013-0259-0)); Lodge J. 2014. Omphalina 5:2-6 ((https://www.fs.fed.us/nrs/pubs/jrnl/2014/nrs_2014_lodge_001.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_140	Fungi	Basidiomycota	undefined	Agaricomycetes	Corticiales	Corticiaceae	Hyphodontia	Multi-affiliation	Hyphodontia	13	Saprotroph	Saprotroph	White Rot	Corticioid	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_624	Fungi	Basidiomycota	undefined	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Inonotus	Multi-affiliation	Inonotus	13	Saprotroph	Saprotroph	White Rot	Polyporoid	Highly Probable	NULL	"Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060)"
Cluster_125	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	undefined	Kionochaeta	Kionochaeta__sp.__MK-100	Kionochaeta	na	Saprotroph	Saprotroph	na	na	na	na	na
Cluster_309	Fungi	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Pyronemataceae	Lamprospora	Lamprospora__ascoboloides	Lamprospora	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_54	Fungi	Ascomycota	undefined	undefined	undefined	undefined	Lecophagus	Multi-affiliation	Lecophagus	na	Saprotroph	Saprotroph	na	na	na	na	na
Cluster_114	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	undefined	undefined	Lentomitella	Lentomitella__cirrhosa	Lentomitella	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_221	Fungi	Basidiomycota	Pucciniomycotina	undefined	Leucosporidiales	undefined	Leucosporidium	Leucosporidium__scottii	Leucosporidium	13	Saprotroph	Saprotroph	NULL	Yeast	Probable	A yeast from fruit (Barnett & Buhagiar 1971; Syn. Candida-Leucosporidiella-Rhodotorula-Torulopsis-Vanrijia spp.);Isolated from permafrost soil (Golubev 1998; Syn. Leucosporidium/Rhodotorula spp.)	"Barnett JA, Buhagiar RWM. 1971. Journal of General Microbiology 67:233-238 ((https://doi.org/10.1099/00221287-67-2-233)); Golubev WI. 1998. Mikologiya i Fitopatologiya 32:8-13 ((https://www.binran.ru/files/journals/MiF/MiF_1998_32_3.pdf))"
Cluster_938	Fungi	Chytridiomycota	undefined	Chytridiomycetes	Lobulomycetales	Lobulomycetaceae	Lobulomyces	Lobulomyces__sp.__JEL178	Lobulomyces	na	Saprotroph	Saprotroph	na	na	na	na	na
Cluster_31	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Loramycetaceae	Loramyces	Loramyces__macrosporus	Loramyces	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_415	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Loramycetaceae	Loramyces	Loramyces__macrosporus	Loramyces	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_203	Fungi	Zygomycota	Mucoromycotina	undefined	Mortierellales	Mortierellaceae	Mortierella	Mortierella__wolfii	Mortierella	13	Saprotroph-Symbiotroph	Saprotroph	NULL	Microfungus	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
Cluster_365	Fungi	Zygomycota	Mucoromycotina	undefined	Mortierellales	Mortierellaceae	Mortierella	Mortierella__wolfii	Mortierella	13	Saprotroph-Symbiotroph	Saprotroph	NULL	Microfungus	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
Cluster_366	Fungi	Zygomycota	Mucoromycotina	undefined	Mortierellales	Mortierellaceae	Mortierella	Mortierella__wolfii	Mortierella	13	Saprotroph-Symbiotroph	Saprotroph	NULL	Microfungus	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
Cluster_387	Fungi	Zygomycota	Mucoromycotina	undefined	Mortierellales	Mortierellaceae	Mortierella	Mortierella__sp.__A38	Mortierella	13	Saprotroph-Symbiotroph	Saprotroph	NULL	Microfungus	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
Cluster_390	Fungi	Zygomycota	Mucoromycotina	undefined	Mortierellales	Mortierellaceae	Mortierella	Mortierella__sp.__CO-21	Mortierella	13	Saprotroph-Symbiotroph	Saprotroph	NULL	Microfungus	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
Cluster_454	Fungi	Zygomycota	Mucoromycotina	undefined	Mortierellales	Mortierellaceae	Mortierella	Mortierella__wolfii	Mortierella	13	Saprotroph-Symbiotroph	Saprotroph	NULL	Microfungus	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
Cluster_13	Fungi	Zygomycota	Mucoromycotina	undefined	Mortierellales	Mortierellaceae	Multi-affiliation	Multi-affiliation	Mortierellaceae	9	Saprotroph-Symbiotroph	Saprotroph	NULL	Microfungus	Possible	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
Cluster_185	Fungi	Zygomycota	Mucoromycotina	undefined	Mortierellales	Mortierellaceae	Multi-affiliation	Multi-affiliation	Mortierellaceae	9	Saprotroph-Symbiotroph	Saprotroph	NULL	Microfungus	Possible	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
Cluster_614	Fungi	Basidiomycota	undefined	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena__aurantiidisca	Mycena	13	Pathotroph-Saprotroph	Saprotroph	NULL	Agaricoid	Probable	NULL	"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))"
Cluster_270	Fungi	Zygomycota	Kickxellomycotina	undefined	Kickxellales	Kickxellaceae	Mycoemilia	Mycoemilia__scoparia	Mycoemilia	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_71	Fungi	Zygomycota	Kickxellomycotina	undefined	Kickxellales	Kickxellaceae	Mycoemilia	Mycoemilia__scoparia	Mycoemilia	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_362	Fungi	Zygomycota	Kickxellomycotina	undefined	Kickxellales	Kickxellaceae	Myconymphaea	Myconymphaea__yatsukahoi	Myconymphaea	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_145	Fungi	Ascomycota	Taphrinomycotina	Neolectomycetes	Neolectales	Neolectaceae	Neolecta	Multi-affiliation	Neolecta	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_152	Fungi	Ascomycota	Taphrinomycotina	Neolectomycetes	Neolectales	Neolectaceae	Neolecta	Multi-affiliation	Neolecta	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_178	Fungi	Ascomycota	Taphrinomycotina	Neolectomycetes	Neolectales	Neolectaceae	Neolecta	Multi-affiliation	Neolecta	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_182	Fungi	Ascomycota	Taphrinomycotina	Neolectomycetes	Neolectales	Neolectaceae	Neolecta	Multi-affiliation	Neolecta	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_421	Fungi	Ascomycota	Taphrinomycotina	Neolectomycetes	Neolectales	Neolectaceae	Neolecta	Multi-affiliation	Neolecta	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_193	Fungi	Basidiomycota	undefined	Agaricomycetes	Agaricales	Entolomataceae	Nolanea	Nolanea__sericea	Nolanea	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_232	Fungi	Ascomycota	Pezizomycotina	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia__auricolor	Orbilia	13	Saprotroph	Saprotroph	NULL	Microfungus	Probable	"Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_53	Fungi	Ascomycota	Pezizomycotina	Orbiliomycetes	Orbiliales	Orbiliaceae	Multi-affiliation	Multi-affiliation	Orbiliaceae	9	Saprotroph	Saprotroph	NULL	Microfungus	Probable	"Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
Cluster_153	Fungi	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Pezizaceae	Multi-affiliation	Multi-affiliation	Pezizaceae	9	Saprotroph-Symbiotroph	Saprotroph	NULL	Pezizoid	Possible	"Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
Cluster_165	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Multi-affiliation	Phaeosphaeria	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_257	Fungi	Ascomycota	undefined	undefined	undefined	undefined	Phoma	Phoma__sp.__Y3__EG-2010	Phoma	13	Pathotroph-Saprotroph-Symbiotroph	Saprotroph	Soft Rot	Microfungus	Possible	NULL	"Richardson MJ. 1972. Transactions of the British Mycological Society 58:37-48 ((https://doi.org/10.1016/S0007-1536(72)80069-X)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; de Gruyter J, et al. 2010. Mycologia 102:1066-1081 ((https://doi.org/10.3852/09-240)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
Cluster_93	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	undefined	Platystomum	Platystomum__scabridisporum	Platystomum	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_439	Fungi	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Pyronemataceae	Multi-affiliation	Multi-affiliation	Pyronemataceae	9	Saprotroph-Symbiotroph	Saprotroph	NULL	Gasteroid-Pezizoid	Possible	"Saprobic on soil, dung or rotten wood or mycorrhizal, some species hypogeous, others associated with fire sites (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
Cluster_263	Fungi	Ascomycota	Pezizomycotina	Laboulbeniomycetes	Pyxidiophorales	Pyxidiophoraceae	Pyxidiophora	Pyxidiophora__arvernensis	Pyxidiophora	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_58	Fungi	Basidiomycota	undefined	Agaricomycetes	Corticiales	Corticiaceae	Repetobasidium	Repetobasidium__mirificum	Repetobasidium	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_119	Fungi	Basidiomycota	Pucciniomycotina	undefined	Erythrobasidiales	undefined	Rhodotorula	Rhodotorula__armeniaca	Rhodotorula	13	Pathotroph-Saprotroph	Saprotroph	NULL	Yeast	Probable	Opportunistic human pathogen	https://www.cdc.gov ((https://www.cdc.gov))
Cluster_659	Fungi	Ascomycota	undefined	undefined	undefined	undefined	Tetracladium	Multi-affiliation	Tetracladium	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_7	Fungi	Basidiomycota	undefined	Agaricomycetes	Trechisporales	''Trechisporaceae''	Trechispora	Trechispora__alnicola	Trechispora	13	Saprotroph	Saprotroph	White Rot	Corticioid	Highly Probable	NULL	"Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as Uncertain); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (as not ECM)."
Cluster_77	Fungi	Basidiomycota	undefined	Tremellomycetes	Tremellales	Tremellaceae	undefined	uncultured__Tremellaceae	Tremellaceae	na	Saprotroph	Saprotroph	na	na	na	na	na
Cluster_258	Fungi	Zygomycota	Mucoromycotina	undefined	Mucorales	undefined	Umbelopsis	Multi-affiliation	Umbelopsis	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_32	Fungi	Basidiomycota	undefined	Agaricomycetes	Agaricales	Marasmiaceae	Campanella	Campanella__sp.__MCA2235	Campanella	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Cluster_426	Fungi	Chytridiomycota	undefined	Chytridiomycetes	Chytridiales	undefined	Entophlyctis	Entophlyctis__helioformis	Entophlyctis	13	Saprotroph	Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
